,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__selected_model,param_features__analyzer,param_features__min_df,param_features__ngram_range,param_features__strip_accents,param_features__sublinear_tf,param_features__use_idf,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,1.7807426452636719,0.0,0.23872590065002441,0.0,"('svm', {'C': 1, 'kernel': 'poly'})",word,1,"(2, 2)",unicode,True,True,"{'classifier__selected_model': ('svm', {'C': 1, 'kernel': 'poly'}), 'features__analyzer': 'word', 'features__min_df': 1, 'features__ngram_range': (2, 2), 'features__strip_accents': 'unicode', 'features__sublinear_tf': True, 'features__use_idf': True}",0.8276209677419355,0.8276209677419355,0.0,1
1,1.6076834201812744,0.0,0.13048005104064941,0.0,"('svm', {'C': 1, 'kernel': 'poly'})",word,1,"(3, 3)",unicode,True,True,"{'classifier__selected_model': ('svm', {'C': 1, 'kernel': 'poly'}), 'features__analyzer': 'word', 'features__min_df': 1, 'features__ngram_range': (3, 3), 'features__strip_accents': 'unicode', 'features__sublinear_tf': True, 'features__use_idf': True}",0.7590725806451613,0.7590725806451613,0.0,2
