round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,embedding_matrix,epochs,first_neuron,lr,optimizer,reduce_dim,trainable,word_embeddings_architecture
13,0.018722960725426674,0.9929676651954651,0.8493906855583191,0.8364008069038391,relu,16,0.2,{'key': 'fastText', 'weights': array([[ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 5.46999983e-02,  1.11999996e-02,  1.91000000e-01, ...,
         6.59999996e-03, -2.09999993e-03, -2.30000000e-02],
       [ 3.73000018e-02, -5.10000018e-03,  1.35000005e-01, ...,
        -3.31000015e-02, -1.09999999e-02, -9.99999975e-05],
       ...,
       [ 7.94000030e-02,  5.79000004e-02, -2.09999993e-03, ...,
         9.20000020e-03,  1.85000002e-02,  2.08000001e-02],
       [ 2.03000009e-02, -7.10999966e-02,  4.49000001e-02, ...,
        -2.41000000e-02,  2.52000000e-02, -3.39000002e-02],
       [ 4.14000005e-02,  6.50000013e-03,  1.04199998e-01, ...,
        -1.55999996e-02,  3.24999988e-02,  7.69999996e-02]])},1000,12,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True,True,cnn
12,0.01184295304119587,0.9960362911224365,0.9374148845672607,0.8328220844268799,relu,16,0.2,{'key': 'fastText', 'weights': array([[ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 5.46999983e-02,  1.11999996e-02,  1.91000000e-01, ...,
         6.59999996e-03, -2.09999993e-03, -2.30000000e-02],
       [ 3.73000018e-02, -5.10000018e-03,  1.35000005e-01, ...,
        -3.31000015e-02, -1.09999999e-02, -9.99999975e-05],
       ...,
       [ 7.94000030e-02,  5.79000004e-02, -2.09999993e-03, ...,
         9.20000020e-03,  1.85000002e-02,  2.08000001e-02],
       [ 2.03000009e-02, -7.10999966e-02,  4.49000001e-02, ...,
        -2.41000000e-02,  2.52000000e-02, -3.39000002e-02],
       [ 4.14000005e-02,  6.50000013e-03,  1.04199998e-01, ...,
        -1.55999996e-02,  3.24999988e-02,  7.69999996e-02]])},1000,12,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True,True,bilstm
12,0.0075928508304059505,0.9976984858512878,0.9197709560394287,0.8317995667457581,relu,16,0.2,{'key': 'fastText', 'weights': array([[ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 5.46999983e-02,  1.11999996e-02,  1.91000000e-01, ...,
         6.59999996e-03, -2.09999993e-03, -2.30000000e-02],
       [ 3.73000018e-02, -5.10000018e-03,  1.35000005e-01, ...,
        -3.31000015e-02, -1.09999999e-02, -9.99999975e-05],
       ...,
       [ 7.94000030e-02,  5.79000004e-02, -2.09999993e-03, ...,
         9.20000020e-03,  1.85000002e-02,  2.08000001e-02],
       [ 2.03000009e-02, -7.10999966e-02,  4.49000001e-02, ...,
        -2.41000000e-02,  2.52000000e-02, -3.39000002e-02],
       [ 4.14000005e-02,  6.50000013e-03,  1.04199998e-01, ...,
        -1.55999996e-02,  3.24999988e-02,  7.69999996e-02]])},1000,12,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True,True,gru
13,0.6870626211166382,0.5239136815071106,0.6901628375053406,0.5194375514984131,relu,16,0.2,{'key': 'fastText', 'weights': array([[ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
         0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
       [ 5.46999983e-02,  1.11999996e-02,  1.91000000e-01, ...,
         6.59999996e-03, -2.09999993e-03, -2.30000000e-02],
       [ 3.73000018e-02, -5.10000018e-03,  1.35000005e-01, ...,
        -3.31000015e-02, -1.09999999e-02, -9.99999975e-05],
       ...,
       [ 7.94000030e-02,  5.79000004e-02, -2.09999993e-03, ...,
         9.20000020e-03,  1.85000002e-02,  2.08000001e-02],
       [ 2.03000009e-02, -7.10999966e-02,  4.49000001e-02, ...,
        -2.41000000e-02,  2.52000000e-02, -3.39000002e-02],
