round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,embedding_matrix,epochs,first_neuron,lr,optimizer,reduce_dim,trainable,word_embeddings_architecture
13,0.6440231204032898,0.7699999809265137,0.6991890668869019,0.49000000953674316,relu,16,0.2,{'key': 'fastText', 'weights': array([[ 0.        ,  0.        ,  0.        , ...,  0.        ,
         0.        ,  0.        ],
       [ 0.0547    ,  0.0112    ,  0.191     , ...,  0.0066    ,
        -0.0021    , -0.023     ],
       [-0.0944    ,  0.0153    , -0.0357    , ...,  0.0149    ,
        -0.1884    , -0.069     ],
       ...,
       [ 0.16329999, -0.0867    , -0.13      , ..., -0.0608    ,
         0.0883    , -0.0121    ],
       [ 0.0636    , -0.0652    ,  0.0447    , ..., -0.0106    ,
        -0.0014    , -0.0004    ],
       [-0.22139999,  0.14210001, -0.3175    , ..., -0.019     ,
         0.0535    , -0.0019    ]])},1000,12,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True,True,cnn
11,0.6721193194389343,0.5799999833106995,0.6943966150283813,0.5400000214576721,relu,16,0.2,{'key': 'fastText', 'weights': array([[ 0.        ,  0.        ,  0.        , ...,  0.        ,
         0.        ,  0.        ],
       [ 0.0547    ,  0.0112    ,  0.191     , ...,  0.0066    ,
        -0.0021    , -0.023     ],
       [-0.0944    ,  0.0153    , -0.0357    , ...,  0.0149    ,
        -0.1884    , -0.069     ],
       ...,
       [ 0.16329999, -0.0867    , -0.13      , ..., -0.0608    ,
         0.0883    , -0.0121    ],
       [ 0.0636    , -0.0652    ,  0.0447    , ..., -0.0106    ,
        -0.0014    , -0.0004    ],
       [-0.22139999,  0.14210001, -0.3175    , ..., -0.019     ,
         0.0535    , -0.0019    ]])},1000,12,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True,True,bilstm
25,0.6108071208000183,0.6499999761581421,0.6836240887641907,0.5199999809265137,relu,16,0.2,{'key': 'fastText', 'weights': array([[ 0.        ,  0.        ,  0.        , ...,  0.        ,
         0.        ,  0.        ],
       [ 0.0547    ,  0.0112    ,  0.191     , ...,  0.0066    ,
        -0.0021    , -0.023     ],
       [-0.0944    ,  0.0153    , -0.0357    , ...,  0.0149    ,
        -0.1884    , -0.069     ],
       ...,
       [ 0.16329999, -0.0867    , -0.13      , ..., -0.0608    ,
         0.0883    , -0.0121    ],
       [ 0.0636    , -0.0652    ,  0.0447    , ..., -0.0106    ,
        -0.0014    , -0.0004    ],
       [-0.22139999,  0.14210001, -0.3175    , ..., -0.019     ,
         0.0535    , -0.0019    ]])},1000,12,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True,True,gru
38,0.6924018263816833,0.5130000114440918,0.6930480003356934,0.5108000040054321,relu,16,0.2,{'key': 'fastText', 'weights': array([[ 0.        ,  0.        ,  0.        , ...,  0.        ,
         0.        ,  0.        ],
       [ 0.0547    ,  0.0112    ,  0.191     , ...,  0.0066    ,
        -0.0021    , -0.023     ],
       [-0.0944    ,  0.0153    , -0.0357    , ...,  0.0149    ,
        -0.1884    , -0.069     ],
       ...,
       [ 0.16329999, -0.0867    , -0.13      , ..., -0.0608    ,
         0.0883    , -0.0121    ],
       [ 0.0636    , -0.0652    ,  0.0447    , ..., -0.0106    ,
        -0.0014    , -0.0004    ],
       [-0.22139999,  0.14210001, -0.3175    , ..., -0.019     ,
         0.0535    , -0.0019    ]])},1000,12,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True,True,dense
20,0.5962165594100952,0.7400000095367432,0.705331563949585,0.47999998927116394,relu,16,0.2,{'key': 'fastText', 'weights': array([[ 0.        ,  0.        ,  0.        , ...,  0.        ,
         0.        ,  0.        ],
       [ 0.0547    ,  0.0112    ,  0.191     , ...,  0.0066    ,
        -0.0021    , -0.023     ],
       [-0.0944    ,  0.0153    , -0.0357    , ...,  0.0149    ,
        -0.1884    , -0.069     ],
       ...,
       [ 0.16329999, -0.0867    , -0.13      , ..., -0.0608    ,
         0.0883    , -0.0121    ],
       [ 0.0636    , -0.0652    ,  0.0447    , ..., -0.0106    ,
        -0.0014    , -0.0004    ],
       [-0.22139999,  0.14210001, -0.3175    , ..., -0.019     ,
         0.0535    , -0.0019    ]])},1000,12,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True,False,cnn
